word,value,uniqueness
elian,39.345800000000004,5
laine,39.345800000000004,5
liane,39.345800000000004,5
linea,39.345800000000004,5
anile,39.3458,5
acier,39.3218,5
aeric,39.3218,5
areic,39.3218,5
ceria,39.3218,5
craie,39.3218,5
erica,39.3218,5
atelo,39.261,5
atole,39.261,5
aeons,39.210300000000004,5
ireos,39.185,5
osier,39.185,5
serio,39.185,5
antes,38.9977,5
etnas,38.9977,5
nates,38.9977,5
neats,38.9977,5
stane,38.9977,5
stean,38.9977,5
iters,38.9724,5
reist,38.9724,5
rites,38.9724,5
steri,38.9724,5
stire,38.9724,5
tiers,38.9724,5
tires,38.9724,5
tries,38.9724,5
resit,38.97239999999999,5
alone,38.9645,5
anole,38.9645,5
olena,38.9645,5
ocrea,38.9405,5
oiler,38.9392,5
oriel,38.9392,5
reoil,38.9392,5
ental,38.751900000000006,5
laten,38.751900000000006,5
anlet,38.7519,5
leant,38.7519,5
tenla,38.7519,5
carte,38.727900000000005,5
crate,38.727900000000005,5
creta,38.727900000000005,5
recta,38.727900000000005,5
caret,38.7279,5
cater,38.7279,5
cerat,38.7279,5
creat,38.7279,5
ecart,38.7279,5
react,38.7279,5
trace,38.7279,5
liter,38.7266,5
litre,38.7266,5
relit,38.7266,5
tiler,38.7266,5
caite,38.6918,5
reins,38.675900000000006,5
risen,38.675900000000006,5
serin,38.675900000000006,5
siren,38.675900000000006,5
resin,38.6759,5
rinse,38.6759,5
rotes,38.591100000000004,5
tores,38.591100000000004,5
roset,38.5911,5
rotse,38.5911,5
soter,38.5911,5
stero,38.5911,5
store,38.5911,5
torse,38.5911,5
sotie,38.555,5
toise,38.555,5
arles,38.4626,5
arsle,38.4626,5
earls,38.4626,5
lares,38.4626,5
laser,38.4626,5
lears,38.4626,5
rales,38.4626,5
reals,38.4626,5
seral,38.4626,5
slare,38.4626,5
caner,38.431400000000004,5
carne,38.431400000000004,5
crane,38.431400000000004,5
ancre,38.4314,5
crena,38.4314,5
nacre,38.4314,5
rance,38.4314,5
liner,38.4301,5
aisle,38.426500000000004,5
elias,38.426500000000004,5
aurei,38.4138,5
uraei,38.4138,5
encia,38.395300000000006,5
eniac,38.395300000000006,5
necia,38.395300000000006,5
anice,38.3953,5
lerot,38.345299999999995,5
orlet,38.345299999999995,5
relot,38.345299999999995,5
eliot,38.3092,5
teloi,38.3092,5
toile,38.3092,5
norse,38.2946,5
noser,38.2946,5
ornes,38.2946,5
senor,38.2946,5
seron,38.2946,5
snore,38.2946,5
eosin,38.258500000000005,5
noise,38.2585,5
aider,38.1674,5
aired,38.1674,5
deair,38.1674,5
irade,38.1674,5
redia,38.1674,5
nerts,38.082,5
rents,38.082,5
stern,38.082,5
terns,38.082,5
ernst,38.081999999999994,5
enrol,38.0488,5
loner,38.0488,5
loren,38.0488,5
nerol,38.0488,5
neist,38.0459,5
senti,38.0459,5
snite,38.0459,5
stein,38.0459,5
stine,38.0459,5
tiens,38.0459,5
tines,38.0459,5
tsine,38.0459,5
inset,38.045899999999996,5
senit,38.045899999999996,5
aloes,38.0452,5
alose,38.0452,5
osela,38.0452,5
solea,38.0452,5
acone,38.014,5
canoe,38.014,5
ocean,38.014,5
eloin,38.0127,5
enoil,38.0127,5
ileon,38.0127,5
olein,38.0127,5
perai,37.9501,5
taels,37.832600000000006,5
tales,37.832600000000006,5
astel,37.8326,5
least,37.8326,5
salet,37.8326,5
setal,37.8326,5
slate,37.8326,5
stale,37.8326,5
steal,37.8326,5
stela,37.8326,5
teals,37.8326,5
tesla,37.8326,5
autre,37.819900000000004,5
urate,37.819900000000004,5
enact,37.8014,5
inlet,37.8001,5
intel,37.8001,5
linet,37.8001,5
aimer,37.7959,5
amire,37.7959,5
maire,37.7959,5
marie,37.7959,5
ramie,37.7959,5
haire,37.7864,5
hiera,37.7864,5
adore,37.7861,5
oared,37.7861,5
oread,37.7861,5
citer,37.7761,5
recit,37.7761,5
recti,37.7761,5
ticer,37.7761,5
trice,37.7761,5
ariot,37.7367,5
ratio,37.7367,5
notes,37.6646,5
onset,37.6646,5
seton,37.6646,5
steno,37.6646,5
stone,37.6646,5
tenso,37.6646,5
tones,37.6646,5
dater,37.5735,5
drate,37.5735,5
rated,37.5735,5
tarde,37.5735,5
tared,37.5735,5
trade,37.5735,5
tread,37.5735,5
adret,37.573499999999996,5
derat,37.573499999999996,5
detar,37.573499999999996,5
opera,37.5688,5
ideta,37.537400000000005,5
lanes,37.536100000000005,5
senal,37.536100000000005,5
ansel,37.5361,5
elans,37.5361,5
leans,37.5361,5
slane,37.5361,5
urnae,37.5234,5
urena,37.523399999999995,5
acres,37.512100000000004,5
arces,37.512100000000004,5
cares,37.512100000000004,5
carse,37.512100000000004,5
caser,37.512100000000004,5
ceras,37.512100000000004,5
cesar,37.512100000000004,5
escar,37.512100000000004,5
races,37.512100000000004,5
scare,37.512100000000004,5
scrae,37.512100000000004,5
serac,37.512100000000004,5
sacre,37.5121,5
liers,37.5108,5
riels,37.5108,5
riles,37.5108,5
slier,37.510799999999996,5
cerin,37.479600000000005,5
crine,37.4796,5
nicer,37.4796,5
acies,37.476000000000006,5
saice,37.476,5
arion,37.440200000000004,5
noria,37.440200000000004,5
lento,37.4188,5
olent,37.4188,5
morae,37.4146,5
horae,37.4051,5
ohare,37.4051,5
aueto,37.4025,5
recto,37.394800000000004,5
apert,37.3562,5
apter,37.3562,5
parte,37.3562,5
pater,37.3562,5
peart,37.3562,5
prate,37.3562,5
preta,37.3562,5
taper,37.3562,5
terap,37.356199999999994,5
pieta,37.3201,5
andre,37.277,5
arend,37.277,5
daren,37.277,5
dearn,37.277,5
denar,37.277,5
redan,37.277,5
carle,37.2663,5
ceral,37.2663,5
clare,37.2663,5
clear,37.2663,5
lacer,37.2663,5
aegir,37.2535,5
aiger,37.2535,5
aigre,37.2535,5
geira,37.2535,5
regia,37.2535,5
diane,37.2409,5
endia,37.2409,5
idean,37.2409,5
alice,37.2302,5
celia,37.2302,5
elaic,37.2302,5
ileac,37.2302,5
intra,37.2276,5
riant,37.2276,5
tairn,37.2276,5
tarin,37.2276,5
train,37.2276,5
trina,37.227599999999995,5
trema,37.202000000000005,5
armet,37.202,5
mater,37.202,5
merat,37.202,5
metra,37.202,5
ramet,37.202,5
tamer,37.202,5
terma,37.202,5
trame,37.202,5
hater,37.1925,5
heart,37.1925,5
herat,37.1925,5
rathe,37.1925,5
earth,37.192499999999995,5
etiam,37.1659,5
matie,37.1659,5
hiate,37.156400000000005,5
deota,37.1561,5
todea,37.1561,5
lores,37.1295,5
loser,37.1295,5
orles,37.1295,5
orsel,37.1295,5
roles,37.1295,5
rosel,37.1295,5
soler,37.1295,5
sorel,37.1295,5
coner,37.0983,5
crone,37.0983,5
necro,37.0983,5
oncer,37.0983,5
recon,37.0983,5
ourie,37.0807,5
arpen,37.05970000000001,5
paren,37.0597,5
enpia,37.0236,5
niepa,37.0236,5
paine,37.0236,5
enarm,36.9055,5
reman,36.9055,5
namer,36.905499999999996,5
atune,36.8934,5
caste,36.8821,5
cates,36.8821,5
cesta,36.8821,5
sceat,36.8821,5
taces,36.8821,5
islet,36.8808,5
istle,36.8808,5
liest,36.8808,5
lites,36.8808,5
slite,36.8808,5
stile,36.8808,5
tiles,36.8808,5
orage,36.8722,5
enami,36.869400000000006,5
manei,36.869400000000006,5
amine,36.8694,5
anime,36.8694,5
maine,36.8694,5
manie,36.8694,5
minae,36.8694,5
urite,36.868100000000005,5
uteri,36.8681,5
haine,36.8599,5
anode,36.8596,5
beira,36.855000000000004,5
barie,36.855,5
erbia,36.855,5
rebia,36.855,5
ceint,36.8496,5
centi,36.8496,5
cetin,36.8496,5
orant,36.8463,5
rotan,36.8463,5
toran,36.8463,5
trona,36.8463,5
niota,36.8102,5
taino,36.8102,5
grate,36.659600000000005,5
targe,36.659600000000005,5
gater,36.6596,5
great,36.6596,5
greta,36.6596,5
retag,36.6596,5
terga,36.6596,5
entad,36.647000000000006,5
anted,36.647,5
dante,36.647,5
denat,36.647,5
paeon,36.6423,5
ectal,36.636300000000006,5
catel,36.6363,5
cleat,36.6363,5
eclat,36.6363,5
lacet,36.6363,5
tecla,36.6363,5
diter,36.6217,5
tired,36.6217,5
tried,36.6217,5
poire,36.617,5
aures,36.6041,5
serau,36.6041,5
urase,36.6041,5
ureas,36.6041,5
ursae,36.6041,5
afire,36.5951,5
faire,36.5951,5
feria,36.5951,5
acnes,36.58560000000001,5
canes,36.58560000000001,5
scena,36.5856,5
lines,36.584300000000006,5
niels,36.584300000000006,5
silen,36.584300000000006,5
elsin,36.5843,5
lenis,36.5843,5
liens,36.5843,5
sline,36.5843,5
inure,36.571600000000004,5
urine,36.571600000000004,5
aiery,36.560900000000004,5
cires,36.560300000000005,5
cries,36.560300000000005,5
rices,36.560300000000005,5
seric,36.560300000000005,5
sicer,36.5603,5
orias,36.520900000000005,5
toles,36.499500000000005,5
slote,36.4995,5
stole,36.4995,5
telos,36.4995,5
outer,36.4868,5
outre,36.4868,5
route,36.4868,5
troue,36.4868,5
utero,36.4868,5
cento,36.4683,5
conte,36.4683,5
oncet,36.4683,5
tecon,36.4683,5
moier,36.4628,5
moire,36.4628,5
enapt,36.429700000000004,5
paten,36.429700000000004,5
tapen,36.429700000000004,5
penta,36.4297,5
petri,36.4044,5
tripe,36.4044,5
perit,36.404399999999995,5
piert,36.404399999999995,5
retip,36.404399999999995,5
anger,36.3631,5
areng,36.3631,5
grane,36.3631,5
range,36.3631,5
regna,36.3631,5
renga,36.3631,5
alure,36.3583,5
laure,36.3583,5
ureal,36.3583,5
dares,36.3577,5
dears,36.3577,5
rased,36.3577,5
reads,36.3577,5
canel,36.339800000000004,5
clean,36.339800000000004,5
ancle,36.3398,5
lance,36.3398,5
lenca,36.3398,5
angie,36.327,5
gaine,36.327,5
diner,36.3252,5
riden,36.3252,5
rinde,36.3252,5
aides,36.321600000000004,5
ideas,36.321600000000004,5
aside,36.3216,5
sadie,36.3216,5
crile,36.3145,5
elric,36.3145,5
relic,36.3145,5
airts,36.3083,5
arist,36.3083,5
astir,36.3083,5
sitar,36.3083,5
stair,36.3083,5
stria,36.3083,5
tarsi,36.3083,5
tisar,36.3083,5
trias,36.3083,5
ament,36.2755,5
manet,36.2755,5
meant,36.2755,5
menat,36.2755,5
menta,36.2755,5
teman,36.2755,5
enhat,36.266,5
ethan,36.266,5
nathe,36.266,5
neath,36.266,5
thane,36.266,5
abret,36.2611,5
baret,36.2611,5
bater,36.2611,5
berat,36.2611,5
taber,36.2611,5
ermit,36.2502,5
merit,36.2502,5
miter,36.2502,5
mitre,36.2502,5
mtier,36.2502,5
remit,36.2502,5
timer,36.2502,5
togae,36.242200000000004,5
their,36.240700000000004,5
ither,36.2407,5
rithe,36.2407,5
doter,36.2404,5
tored,36.2404,5
trode,36.2404,5
beati,36.225,5
afore,36.2138,5
enols,36.203,5
noels,36.203,5
solen,36.203,5
lenos,36.202999999999996,5
slone,36.202999999999996,5
rouen,36.1903,5
ceros,36.179,5
cores,36.179,5
corse,36.179,5
crose,36.179,5
score,36.179,5
aoife,36.1777,5
cosie,36.1429,5
rapes,36.14040000000001,5
apers,36.1404,5
apres,36.1404,5
asper,36.1404,5
pares,36.1404,5
parse,36.1404,5
pears,36.1404,5
prase,36.1404,5
presa,36.1404,5
reaps,36.1404,5
repas,36.1404,5
spaer,36.1404,5
spare,36.1404,5
spear,36.1404,5
alder,36.1119,5
daler,36.1119,5
lader,36.1119,5
readl,36.1119,5
piner,36.1079,5
prine,36.1079,5
repin,36.1079,5
ripen,36.1079,5
paise,36.1043,5
sepia,36.1043,5
adiel,36.0758,5
ailed,36.0758,5
delia,36.0758,5
ideal,36.0758,5
litra,36.0625,5
trail,36.0625,5
trial,36.0625,5
petro,36.0231,5
poret,36.0231,5
porte,36.0231,5
poter,36.0231,5
prote,36.0231,5
repot,36.0231,5
tepor,36.0231,5
toper,36.0231,5
trope,36.0231,5
airns,36.0118,5
naris,36.0118,5
rains,36.0118,5
ranis,36.0118,5
sarin,36.0118,5
after,36.001200000000004,5
frate,36.001200000000004,5
trefa,36.001200000000004,5
afret,36.0012,5
slent,35.9904,5
mares,35.986200000000004,5
marse,35.986200000000004,5
maser,35.986200000000004,5
reams,35.986200000000004,5
smear,35.986200000000004,5
enrut,35.9777,5
tuner,35.9777,5
urent,35.9777,5
asher,35.9767,5
earsh,35.9767,5
hares,35.9767,5
hears,35.9767,5
rheas,35.9767,5
share,35.9767,5
shear,35.9767,5
saute,35.9741,5
tayer,35.967,5
teary,35.967,5
crest,35.9664,5
arneb,35.964600000000004,5
abner,35.9646,5
reban,35.9646,5
inerm,35.953700000000005,5
miner,35.9537,5
amies,35.950100000000006,5
agone,35.9457,5
genoa,35.9457,5
hiren,35.9442,5
rhein,35.9442,5
rhine,35.9442,5
drone,35.9439,5
ronde,35.9439,5
intue,35.9416,5
unite,35.9416,5
untie,35.9416,5
ceorl,35.9332,5
cesti,35.9303,5
cites,35.9303,5
astor,35.927,5
ratos,35.927,5
roast,35.927,5
rotas,35.927,5
taros,35.927,5
toras,35.927,5
deino,35.9078,5
dione,35.9078,5
edoni,35.9078,5
oleic,35.8971,5
lepra,35.8946,5
paler,35.8946,5
parel,35.8946,5
parle,35.8946,5
pearl,35.8946,5
perla,35.8946,5
prela,35.8946,5
relap,35.8946,5
intro,35.8945,5
iortn,35.8945,5
nitro,35.8945,5
norit,35.8945,5
iotas,35.8909,5
ostia,35.8909,5
sitao,35.8909,5
staio,35.8909,5
stoai,35.8909,5
erika,35.884600000000006,5
arkie,35.8846,5
metro,35.868900000000004,5
moter,35.868900000000004,5
other,35.8594,5
theor,35.8594,5
thore,35.8594,5
throe,35.8594,5
toher,35.8594,5
pilea,35.8585,5
abote,35.8437,5
eoith,35.823299999999996,5
aiver,35.790400000000005,5
vaire,35.7904,5
larin,35.766000000000005,5
ranli,35.766,5
lamer,35.7404,5
realm,35.7404,5
agent,35.7331,5
etang,35.7331,5
trend,35.731300000000005,5
drent,35.7313,5
haler,35.7309,5
harle,35.7309,5
atule,35.728300000000004,5
lutea,35.728300000000004,5
aleut,35.7283,5
dates,35.727700000000006,5
sated,35.7277,5
sedat,35.7277,5
stade,35.7277,5
stead,35.7277,5
tsade,35.7277,5
prone,35.7266,5
aesop,35.723,5
paseo,35.723,5
psoae,35.723,5
greit,35.7078,5
tiger,35.7078,5
tigre,35.7078,5
frena,35.7047,5
refan,35.7047,5
email,35.7043,5
maile,35.7043,5
malie,35.7043,5
melia,35.7043,5
detin,35.6952,5
ident,35.6952,5
teind,35.6952,5
tined,35.6952,5
aloed,35.6945,5
opine,35.6905,5
clite,35.6845,5
licet,35.6845,5
telic,35.6845,5
latro,35.681200000000004,5
rotal,35.681200000000004,5
toral,35.681200000000004,5
usnea,35.6776,5
enray,35.670500000000004,5
yearn,35.670500000000004,5
renay,35.670500000000004,5
sieur,35.652300000000004,5
talio,35.6451,5
cines,35.6338,5
senci,35.6338,5
since,35.6338,5
arson,35.6305,5
orans,35.6305,5
rason,35.6305,5
roans,35.6305,5
saron,35.6305,5
sonar,35.6305,5
enorm,35.5724,5
moner,35.5724,5
morne,35.5724,5
heron,35.5629,5
honer,35.5629,5
outen,35.560300000000005,5
hosea,35.5593,5
oshea,35.5593,5
cotes,35.54900000000001,5
coset,35.549,5
escot,35.549,5
estoc,35.549,5
scote,35.549,5
beano,35.547200000000004,5
noemi,35.536300000000004,5
monie,35.5363,5
paste,35.510400000000004,5
pates,35.510400000000004,5
peats,35.510400000000004,5
septa,35.510400000000004,5
spate,35.510400000000004,5
tapes,35.510400000000004,5
tepas,35.510400000000004,5
korea,35.5033,5
lated,35.4819,5
taled,35.4819,5
adlet,35.481899999999996,5
dealt,35.481899999999996,5
delta,35.481899999999996,5
tawer,35.479,5
water,35.479,5
wreat,35.479,5
inept,35.477900000000005,5
nepit,35.4779,5
pinte,35.4779,5
olpae,35.477199999999996,5
kioea,35.4672,5
agers,35.4438,5
garse,35.4438,5
gears,35.4438,5
rages,35.4438,5
sager,35.4438,5
sarge,35.4438,5
segar,35.4438,5
tawie,35.4429,5
ulnae,35.4318,5
alenu,35.431799999999996,5
andes,35.431200000000004,5
danes,35.431200000000004,5
sedan,35.431200000000004,5
snead,35.431200000000004,5
deans,35.4312,5
saned,35.4312,5
alces,35.420500000000004,5
alecs,35.420500000000004,5
casel,35.420500000000004,5
claes,35.420500000000004,5
laces,35.420500000000004,5
scale,35.420500000000004,5
rants,35.4179,5
starn,35.4179,5
tarns,35.4179,5
trans,35.4179,5
grein,35.411300000000004,5
inger,35.411300000000004,5
nigre,35.411300000000004,5
regin,35.411300000000004,5
reign,35.411300000000004,5
ringe,35.411300000000004,5
renig,35.4113,5
eruca,35.4078,5
aegis,35.407700000000006,5
geisa,35.407700000000006,5
uriel,35.4065,5
dries,35.4059,5
rides,35.4059,5
sider,35.4059,5
sired,35.4059,5
resid,35.405899999999995,5
cinel,35.388,5
cline,35.388,5
incle,35.388,5
laron,35.3847,5
loran,35.3847,5
antis,35.381800000000005,5
satin,35.381800000000005,5
stain,35.381800000000005,5
saint,35.3818,5
sanit,35.3818,5
tains,35.3818,5
mates,35.3562,5
meats,35.3562,5
metas,35.3562,5
satem,35.3562,5
steam,35.3562,5
stema,35.3562,5
tames,35.3562,5
teams,35.3562,5
aloin,35.348600000000005,5
anoil,35.3486,5
anoli,35.3486,5
hates,35.346700000000006,5
heats,35.346700000000006,5
ashet,35.3467,5
haets,35.3467,5
haste,35.3467,5
sheat,35.3467,5
beant,35.3346,5
abnet,35.334599999999995,5
etrog,35.3265,5
goter,35.3265,5
grote,35.3265,5
rotge,35.3265,5
ergot,35.326499999999996,5
cairo,35.324600000000004,5
coria,35.324600000000004,5
oaric,35.324600000000004,5
metin,35.3237,5
temin,35.3237,5
timne,35.3237,5
amole,35.323,5
maleo,35.323,5
thein,35.31420000000001,5
thine,35.3142,5
donet,35.3139,5
noted,35.3139,5
tendo,35.3139,5
toned,35.3139,5
eloah,35.3135,5
haole,35.3135,5
biter,35.3093,5
brite,35.3093,5
tiber,35.3093,5
tribe,35.3093,5
clote,35.303200000000004,5
colet,35.3032,5
kerat,35.2907,5
taker,35.2907,5
euros,35.271,5
roues,35.271,5
rouse,35.271,5
leapt,35.2646,5
lepta,35.2646,5
patel,35.2646,5
pelta,35.2646,5
petal,35.2646,5
plate,35.2646,5
pleat,35.2646,5
tepal,35.2646,5
palet,35.264599999999994,5
ferio,35.262,5
katie,35.254599999999996,5
keita,35.254599999999996,5
cones,35.252500000000005,5
cosen,35.252500000000005,5
onces,35.252500000000005,5
secno,35.252500000000005,5
scone,35.2525,5
aspen,35.2139,5
napes,35.2139,5
neaps,35.2139,5
panes,35.2139,5
panse,35.2139,5
peans,35.2139,5
snape,35.2139,5
sneap,35.2139,5
spane,35.2139,5
spean,35.2139,5
argel,35.198,5
argle,35.198,5
ergal,35.198,5
garle,35.198,5
glare,35.198,5
lager,35.198,5
large,35.198,5
regal,35.198,5
avert,35.1965,5
tarve,35.1965,5
taver,35.1965,5
trave,35.1965,5
epris,35.1886,5
peris,35.1886,5
piers,35.1886,5
pries,35.1886,5
prise,35.1886,5
ripes,35.1886,5
siper,35.1886,5
speir,35.1886,5
spier,35.1886,5
spire,35.1886,5
alden,35.1854,5
eland,35.1854,5
laden,35.1854,5
lande,35.1854,5
lenad,35.1854,5
naled,35.1854,5
newar,35.182500000000005,5
awner,35.1825,5
rewan,35.1825,5
agiel,35.1619,5
agile,35.1619,5
galei,35.1619,5
acred,35.1614,5
arced,35.1614,5
cader,35.1614,5
cadre,35.1614,5
cared,35.1614,5
cedar,35.1614,5
cread,35.1614,5
creda,35.1614,5
raced,35.1614,5
vitae,35.1604,5
idler,35.1601,5
riled,35.1601,5
altin,35.136,5
latin,35.136,5
cadie,35.1253,5
artic,35.112,5
triac,35.112,5
trica,35.112,5
amlet,35.1104,5
metal,35.1104,5
athel,35.1009,5
halte,35.1009,5
hatel,35.1009,5
lathe,35.1009,5
alhet,35.100899999999996,5
ethal,35.100899999999996,5
leath,35.100899999999996,5
netop,35.0966,5
aweto,35.061600000000006,5
manes,35.05970000000001,5
nemas,35.05970000000001,5
senam,35.05970000000001,5
amens,35.0597,5
manse,35.0597,5
means,35.0597,5
mensa,35.0597,5
names,35.0597,5
samen,35.0597,5
trues,35.058400000000006,5
serut,35.0584,5
strue,35.0584,5
turse,35.0584,5
uster,35.0584,5
zaire,35.0552,5
ashen,35.050200000000004,5
shane,35.050200000000004,5
shean,35.050200000000004,5
hanse,35.0502,5
freit,35.0494,5
refit,35.0494,5
bares,35.045300000000005,5
bears,35.045300000000005,5
braes,35.045300000000005,5
serab,35.045300000000005,5
barse,35.0453,5
baser,35.0453,5
besra,35.0453,5
saber,35.0453,5
sabre,35.0453,5
yenta,35.0405,5
cents,35.0399,5
scent,35.0399,5
csnet,35.039899999999996,5
emirs,35.034400000000005,5
mires,35.034400000000005,5
rimes,35.034400000000005,5
miser,35.0344,5
ergon,35.03,5
genro,35.03,5
goner,35.03,5
negro,35.03,5
osage,35.0264,5
heirs,35.0249,5
hires,35.0249,5
hirse,35.0249,5
shier,35.0249,5
shire,35.0249,5
doers,35.0246,5
dorse,35.0246,5
doser,35.0246,5
redos,35.0246,5
rosed,35.0246,5
etuis,35.0223,5
suite,35.0223,5
enrib,35.012800000000006,5
birne,35.0128,5
brine,35.0128,5
beisa,35.00920000000001,5
abies,35.0092,5
clone,35.0067,5
colen,35.0067,5
santo,35.0005,5
nerka,34.994200000000006,5
anker,34.9942,5
karen,34.9942,5
kearn,34.9942,5
naker,34.9942,5
genio,34.9939,5
louie,34.9891,5
diose,34.9885,5
eidos,34.9885,5
idose,34.9885,5
oside,34.9885,5
isort,34.9752,5
riots,34.9752,5
roist,34.9752,5
tiros,34.9752,5
torsi,34.9752,5
trios,34.9752,5
trois,34.9752,5
alpen,34.96810000000001,5
nepal,34.96810000000001,5
panel,34.9681,5
penal,34.9681,5
plane,34.9681,5
plena,34.9681,5
kenai,34.9581,5
carpe,34.944100000000006,5
crape,34.944100000000006,5
caper,34.9441,5
pacer,34.9441,5
perca,34.9441,5
recap,34.9441,5
peril,34.9428,5
piler,34.9428,5
plier,34.9428,5
entom,34.9424,5
monte,34.9424,5
thone,34.9329,5
picae,34.908,5
picea,34.908,5
avern,34.900000000000006,5
raven,34.900000000000006,5
boite,34.8919,5
atoke,34.8733,5
avine,34.8639,5
naevi,34.8639,5
naive,34.8639,5
vinea,34.8639,5
arils,34.846700000000006,5
lairs,34.846700000000006,5
liars,34.846700000000006,5
liras,34.846700000000006,5
rails,34.846700000000006,5
rials,34.846700000000006,5
crain,34.81550000000001,5
cairn,34.8155,5
incra,34.8155,5
naric,34.8155,5
leman,34.813900000000004,5
lemna,34.813900000000004,5
gates,34.8138,5
geast,34.8138,5
getas,34.8138,5
stage,34.8138,5
luter,34.8126,5
drest,34.812,5
pores,34.807300000000005,5
ropes,34.807300000000005,5
poser,34.8073,5
prose,34.8073,5
spore,34.8073,5
abler,34.7995,5
baler,34.7995,5
belar,34.7995,5
blare,34.7995,5
blear,34.7995,5
cream,34.7899,5
macer,34.7899,5
limer,34.7886,5
meril,34.7886,5
miler,34.7886,5
fares,34.7854,5
farse,34.7854,5
fears,34.7854,5
frase,34.7854,5
safer,34.7854,5
tinge,34.7813,5
genit,34.781299999999995,5
gloea,34.7806,5
legoa,34.7806,5
acher,34.7804,5
arche,34.7804,5
chare,34.7804,5
chera,34.7804,5
echar,34.7804,5
rache,34.7804,5
reach,34.7804,5
ovate,34.7791,5
lored,34.7788,5
older,34.7788,5
acute,34.7778,5
luite,34.776500000000006,5
lieut,34.7765,5
utile,34.7765,5
deist,34.7759,5
diets,34.7759,5
dites,34.7759,5
edits,34.7759,5
idest,34.7759,5
sited,34.7759,5
steid,34.7759,5
stied,34.7759,5
tides,34.7759,5
poise,34.7712,5
balei,34.763400000000004,5
baile,34.7634,5
runes,34.761900000000004,5
nurse,34.7619,5
resun,34.7619,5
laton,34.7547,5
lotan,34.7547,5
notal,34.7547,5
ontal,34.7547,5
talon,34.7547,5
tolan,34.7547,5
tonal,34.7547,5
amice,34.7538,5
infer,34.752900000000004,5
finer,34.7529,5
eyras,34.751200000000004,5
years,34.751200000000004,5
reasy,34.751200000000004,5
seary,34.751200000000004,5
resay,34.7512,5
sayer,34.7512,5
oiled,34.7427,5
oldie,34.7427,5
actor,34.7307,5
carot,34.7307,5
coart,34.7307,5
corta,34.7307,5
croat,34.7307,5
rocta,34.7307,5
taroc,34.7307,5
troca,34.7307,5
lirot,34.7294,5
triol,34.7294,5
insue,34.7258,5
suine,34.7258,5
usine,34.7258,5
coati,34.6946,5
irons,34.6787,5
ornis,34.6787,5
rosin,34.6787,5
forte,34.6681,5
ofter,34.6681,5
fetor,34.668099999999995,5
foret,34.668099999999995,5
meros,34.6531,5
mores,34.6531,5
morse,34.6531,5
omers,34.6531,5
sermo,34.6531,5
smore,34.6531,5
heros,34.6436,5
hoers,34.6436,5
horse,34.6436,5
shoer,34.6436,5
shore,34.6436,5
touse,34.641,5
royet,34.6339,5
toyer,34.6339,5
foeti,34.632,5
boner,34.6315,5
borne,34.6315,5
moise,34.617000000000004,5
hoise,34.6075,5
niobe,34.5954,5
prest,34.594699999999996,5
spret,34.594699999999996,5
strep,34.594699999999996,5
oaken,34.576800000000006,5
tagel,34.568000000000005,5
aglet,34.568,5
galet,34.568,5
poler,34.5615,5
prole,34.5615,5
loper,34.561499999999995,5
septi,34.558600000000006,5
spite,34.558600000000006,5
stipe,34.558600000000006,5
